queue_length,priority,num_doctors,arrival_rate,dept_load,time_of_day,free_doctors,wait_time
8,2,3,0.413,1,10,0,16.0
0,2,3,0.413,0,14,3,0.0
0,2,3,0.413,0,17,2,0.0
0,2,3,0.413,0,18,1,0.0
0,2,3,0.413,0,21,0,1.0
0,1,3,0.413,0,23,0,0.0
0,2,3,0.413,0,0,1,0.0
0,0,3,0.413,0,2,0,2.0
0,0,3,0.413,0,7,2,0.0
0,2,3,0.413,0,9,1,0.0
0,2,3,0.413,0,10,0,0.0
0,0,3,0.413,0,11,0,0.0
0,2,3,0.413,0,12,0,2.0
1,2,3,0.413,0,13,0,5.0
2,0,3,0.413,0,19,0,0.0
3,1,3,0.413,0,21,0,0.0
4,1,3,0.413,0,23,0,2.0
1,2,3,0.413,0,17,0,9.0
6,1,3,0.413,1,4,0,2.0
2,2,3,0.413,1,18,0,14.0
6,0,3,0.413,1,9,0,0.0
2,2,3,0.413,0,20,0,14.0
3,2,3,0.413,0,22,0,13.0
5,1,3,0.413,2,12,0,1.0
5,2,3,0.413,1,0,0,16.0
5,1,3,0.413,1,18,0,0.0
6,2,3,0.413,0,1,0,20.0
6,2,3,0.413,1,2,0,20.0
7,2,3,0.413,2,6,0,19.0
2,0,3,0.413,1,2,0,0.0
2,1,3,0.413,0,6,0,0.0
2,1,3,0.413,0,7,0,1.0
5,2,3,0.413,0,11,0,24.0
5,2,3,0.413,2,16,0,20.0
2,2,3,0.413,0,11,0,4.0
0,2,3,0.413,0,21,2,0.0
1,0,3,0.413,0,2,2,0.0
0,1,3,0.413,0,2,2,0.0
0,1,3,0.413,0,8,2,0.0
0,1,3,0.413,0,10,2,0.0
0,1,3,0.413,0,11,1,0.0
0,2,3,0.413,0,13,0,0.0
0,2,3,0.413,0,14,0,1.0
0,1,3,0.413,0,16,0,0.0
0,0,3,0.413,0,17,0,0.0
0,0,3,0.413,0,18,0,3.0
2,0,3,0.413,1,22,0,0.0
1,1,3,0.413,0,21,0,4.0
2,0,3,0.413,1,5,0,0.0
1,1,3,0.413,0,3,0,2.0
1,1,3,0.413,0,7,0,2.0
2,2,3,0.413,0,21,0,13.0
2,2,3,0.413,0,9,0,2.0
0,2,3,0.413,0,12,0,1.0
1,0,3,0.413,0,14,0,0.0
0,2,3,0.413,0,14,0,0.0
0,1,3,0.413,0,20,1,0.0
0,1,3,0.267,0,2,3,0.0
0,2,3,0.267,0,3,2,0.0
0,2,3,0.267,0,4,1,0.0
0,2,3,0.267,0,6,1,0.0
0,1,3,0.267,0,9,0,0.0
0,2,3,0.267,0,13,1,0.0
0,1,3,0.267,0,21,3,0.0
0,2,3,0.267,0,22,2,0.0
0,2,3,0.267,0,1,1,0.0
0,1,3,0.267,0,5,1,0.0
0,1,3,0.267,0,10,2,0.0
0,2,3,0.267,0,12,2,0.0
0,2,3,0.267,0,1,3,0.0
0,1,3,0.267,0,3,3,0.0
0,2,3,0.267,0,4,2,0.0
0,0,3,0.267,0,17,3,0.0
0,2,3,0.267,0,18,2,0.0
0,2,3,0.267,0,0,2,0.0
0,2,3,0.267,0,5,2,0.0
1,0,3,0.267,0,8,2,0.0
2,1,3,0.267,0,8,2,0.0
0,2,3,0.267,0,8,2,3.0
1,0,3,0.267,0,0,3,0.0
0,2,3,0.267,0,0,3,0.0
0,2,3,0.267,0,3,1,0.0
0,2,3,0.267,0,10,3,0.0
0,2,3,0.267,0,18,2,0.0
0,2,3,0.267,0,19,1,0.0
0,2,3,0.267,0,10,3,0.0
0,2,3,0.267,0,18,3,0.0
0,2,3,0.267,0,19,2,0.0
0,2,3,0.267,0,21,1,0.0
0,1,3,0.267,0,22,0,0.0
0,2,3,0.267,0,23,0,0.0
0,0,3,0.267,0,1,0,3.0
1,0,3,0.267,0,2,0,3.0
0,0,3,0.267,0,15,3,0.0
0,2,3,0.267,0,18,2,0.0
0,0,3,0.267,0,9,3,0.0
0,2,3,0.267,0,14,2,0.0
0,1,3,0.267,0,15,2,0.0
0,0,3,0.267,0,16,1,0.0
0,2,3,0.267,0,17,0,5.0
0,0,3,0.267,0,2,2,0.0
0,2,3,0.267,0,3,1,0.0
0,2,3,0.267,0,5,1,0.0
0,2,3,0.267,0,13,3,0.0
0,1,3,0.267,0,22,3,0.0
0,0,3,0.267,0,23,2,0.0
0,0,3,0.267,0,0,1,0.0
0,0,3,0.267,0,2,0,0.0
0,2,3,0.267,0,1,3,0.0
0,1,3,0.267,0,6,2,0.0
0,0,3,0.267,0,9,1,0.0
0,1,3,0.267,0,13,2,0.0
0,2,3,0.267,0,17,1,0.0
0,0,3,0.267,0,21,2,0.0
0,2,3,0.267,0,22,1,0.0
0,2,3,0.267,0,5,2,0.0
0,1,3,0.267,0,6,1,0.0
0,1,3,0.267,0,14,2,0.0
0,1,3,0.267,0,16,2,0.0
0,1,3,0.267,0,20,2,0.0
0,2,3,0.267,0,21,1,0.0
0,0,3,0.267,0,23,0,0.0
0,2,3,0.267,0,0,1,0.0
0,1,3,0.267,0,1,1,0.0
0,2,3,0.267,0,5,1,0.0
0,1,3,0.267,0,7,1,0.0
0,0,3,0.267,0,4,3,0.0
1,2,3,0.267,1,4,3,0.0
0,1,3,0.267,0,8,1,0.0
0,2,3,0.267,0,10,1,0.0
0,1,3,0.267,0,11,1,0.0
0,0,3,0.267,0,13,0,2.0
1,1,3,0.267,0,14,0,1.0
0,2,3,0.267,0,17,1,0.0
0,2,3,0.267,0,18,0,0.0
0,2,3,0.267,0,0,1,0.0
0,2,3,0.267,0,2,2,0.0
0,1,3,0.267,0,3,1,0.0
0,0,3,0.267,0,4,0,1.0
0,0,3,0.267,0,6,0,0.0
0,1,3,0.267,0,8,3,0.0
0,2,3,0.267,0,17,3,0.0
0,1,3,0.267,0,20,2,0.0
0,1,3,0.267,0,22,1,0.0
0,0,3,0.267,0,4,2,0.0
0,1,3,0.267,0,5,2,0.0
0,1,3,0.267,0,6,1,0.0
0,2,3,0.267,0,8,1,0.0
0,2,3,0.267,0,10,0,2.0
1,2,3,0.267,0,11,0,2.0
2,2,3,0.267,0,12,0,2.0
0,2,3,0.267,0,17,1,0.0
0,0,3,0.267,0,18,0,1.0
1,2,3,0.267,0,19,0,0.0
0,2,3,0.267,0,0,2,0.0
0,2,3,0.267,0,4,2,0.0
0,0,3,0.267,0,6,2,0.0
0,0,3,0.267,0,8,2,0.0
0,0,3,0.267,0,9,1,0.0
0,1,3,0.267,0,12,1,0.0
0,2,3,0.267,0,18,2,0.0
0,0,3,0.267,0,20,1,0.0
0,2,3,0.267,0,7,3,0.0
0,1,3,0.267,0,8,3,0.0
0,2,3,0.267,0,9,2,0.0
0,2,3,0.267,0,10,1,0.0
0,2,3,0.267,0,11,0,0.0
1,1,3,0.267,0,12,0,3.0
3,1,3,0.267,0,16,0,3.0
0,2,3,0.267,0,12,0,7.0
2,2,3,0.267,0,13,0,7.0
2,1,3,0.267,0,21,0,2.0
3,2,3,0.267,0,14,0,9.0
4,2,3,0.267,1,19,0,4.0
1,1,3,0.267,0,1,0,2.0
0,2,3,0.267,0,0,0,5.0
0,2,3,0.267,0,10,1,0.0
0,0,3,0.267,0,14,2,0.0
0,1,3,0.267,0,15,1,0.0
0,1,3,0.267,0,6,3,0.0
0,2,3,0.267,0,13,3,0.0
0,1,3,0.267,0,19,2,0.0
0,1,3,0.267,0,20,2,0.0
0,1,3,0.267,0,22,1,0.0
1,0,4,0.622,1,3,4,0.0
0,2,4,0.622,0,3,4,0.0
0,2,4,0.622,0,5,2,0.0
0,0,4,0.622,0,7,2,0.0
0,1,4,0.622,0,8,1,0.0
1,0,4,0.622,0,10,0,0.0
0,1,4,0.622,0,9,0,1.0
0,1,4,0.622,0,11,0,2.0
1,1,4,0.622,0,12,0,1.0
2,2,4,0.622,0,13,0,1.0
1,2,4,0.622,0,14,0,0.0
0,2,4,0.622,0,17,0,0.0
0,0,4,0.622,0,18,0,2.0
1,2,4,0.622,1,19,0,1.0
1,1,4,0.622,0,21,0,0.0
1,1,4,0.622,0,22,0,1.0
2,1,4,0.622,1,0,0,0.0
2,2,4,0.622,0,20,0,5.0
2,2,4,0.622,1,23,0,3.0
1,2,4,0.622,0,2,0,2.0
2,1,4,0.622,0,6,0,0.0
2,0,4,0.622,0,7,0,2.0
3,1,4,0.622,0,9,0,1.0
2,2,4,0.622,0,2,0,8.0
2,2,4,0.622,0,3,0,9.0
3,2,4,0.622,0,10,0,5.0
2,2,4,0.622,1,11,0,6.0
2,2,4,0.622,0,13,0,6.0
0,2,4,0.622,0,20,0,0.0
0,1,4,0.622,0,21,0,1.0
1,2,4,0.622,0,22,0,1.0
0,2,4,0.622,0,0,4,0.0
0,2,4,0.622,0,2,3,0.0
0,2,4,0.622,0,3,2,0.0
0,1,4,0.622,0,4,1,0.0
1,1,4,0.622,0,6,0,0.0
0,2,4,0.622,0,5,0,1.0
0,1,4,0.622,0,7,0,0.0
1,1,4,0.622,0,9,0,0.0
0,2,4,0.622,0,8,0,1.0
0,2,4,0.622,0,11,1,0.0
0,1,4,0.622,0,14,0,0.0
0,2,4,0.622,0,15,1,0.0
0,1,4,0.622,0,16,2,0.0
0,0,4,0.622,0,17,1,0.0
0,1,4,0.622,0,18,1,0.0
1,0,4,0.622,0,20,0,2.0
2,1,4,0.622,0,21,0,1.0
3,1,4,0.622,1,22,0,2.0
2,1,4,0.622,0,23,0,1.0
2,1,4,0.622,0,1,0,1.0
0,2,4,0.622,0,19,0,9.0
3,2,4,0.622,0,0,0,6.0
3,1,4,0.622,0,7,0,0.0
3,2,4,0.622,1,2,0,6.0
3,1,4,0.622,1,9,0,0.0
3,2,4,0.622,0,3,0,6.0
2,1,4,0.622,0,10,0,2.0
3,2,4,0.622,0,6,0,7.0
3,2,4,0.622,0,8,0,7.0
3,1,4,0.622,1,16,0,0.0
3,2,4,0.622,1,11,0,6.0
2,2,4,0.622,0,14,0,3.0
2,0,4,0.622,0,19,0,0.0
3,2,4,0.622,0,15,0,5.0
3,2,4,0.622,0,17,0,3.0
0,1,4,0.622,0,2,2,0.0
0,2,4,0.622,0,0,4,0.0
0,2,4,0.622,0,4,3,0.0
1,0,4,0.622,0,6,2,0.0
0,2,4,0.622,0,6,2,0.0
2,0,4,0.622,1,8,0,0.0
1,1,4,0.622,0,7,0,2.0
2,1,4,0.622,0,9,0,1.0
3,1,4,0.622,0,12,0,2.0
4,1,4,0.622,2,13,0,1.0
4,1,4,0.622,0,15,0,0.0
5,1,4,0.622,0,17,0,0.0
5,1,4,0.622,0,19,0,0.0
6,0,4,0.622,1,21,0,2.0
8,0,4,0.622,2,23,0,0.0
7,1,4,0.622,1,0,0,0.0
2,2,4,0.622,0,6,2,20.0
2,2,4,0.622,1,10,0,19.0
2,2,4,0.622,0,11,0,18.0
5,2,4,0.622,0,14,0,15.0
6,0,4,0.622,1,6,0,2.0
7,1,4,0.622,2,6,0,3.0
9,0,4,0.622,2,10,0,2.0
10,0,4,0.622,2,11,0,1.0
12,0,4,0.622,0,12,0,1.0
11,0,4,0.622,2,16,0,0.0
9,1,4,0.622,1,8,0,9.0
4,2,4,0.622,0,16,0,25.0
9,1,4,0.622,2,19,0,0.0
9,0,4,0.622,2,21,0,1.0
9,0,4,0.622,2,0,0,0.0
5,2,4,0.622,1,20,0,28.0
7,2,4,0.622,2,22,0,27.0
7,2,4,0.622,1,2,0,24.0
7,2,4,0.622,0,3,0,26.0
5,0,4,0.622,1,7,0,0.0
8,2,4,0.622,2,4,0,27.0
8,2,4,0.622,3,7,0,27.0
9,2,4,0.622,1,9,0,26.0
2,1,4,0.622,0,14,0,0.0
11,2,4,0.622,1,12,0,26.0
10,2,4,0.622,2,14,0,24.0
0,2,4,0.622,0,1,4,0.0
0,1,4,0.622,0,3,3,0.0
0,1,4,0.622,0,4,2,0.0
0,1,4,0.622,0,5,2,0.0
0,1,4,0.622,0,7,1,0.0
0,2,4,0.622,0,8,0,0.0
1,1,4,0.622,0,11,0,0.0
0,2,4,0.622,0,10,0,2.0
1,2,4,0.622,0,12,0,1.0
1,1,4,0.622,0,15,0,0.0
1,1,4,0.622,0,17,0,1.0
2,1,4,0.622,0,18,0,2.0
1,2,4,0.622,1,13,0,7.0
2,2,4,0.622,0,19,0,2.0
1,1,4,0.622,0,23,0,1.0
2,0,4,0.622,0,1,0,2.0
0,2,4,0.622,0,22,0,5.0
2,2,4,0.622,0,23,0,4.0
3,2,4,0.622,1,2,0,3.0
4,2,4,0.622,2,3,0,4.0
2,2,4,0.622,0,4,0,3.0
4,0,4,0.622,0,10,0,0.0
2,2,4,0.622,0,6,0,4.0
3,1,4,0.622,2,11,0,2.0
5,0,4,0.622,1,14,0,0.0
5,0,4,0.622,3,16,0,0.0
3,2,4,0.622,0,7,0,10.0
2,2,4,0.622,1,8,0,12.0
3,2,4,0.622,0,9,0,13.0
4,2,4,0.622,3,12,0,11.0
5,2,4,0.622,0,13,0,12.0
5,2,4,0.622,1,17,0,8.0
0,0,4,0.622,0,4,0,0.0
0,1,4,0.622,0,6,1,0.0
0,1,4,0.622,0,7,0,1.0
0,1,4,0.622,0,10,4,0.0
0,2,4,0.622,0,12,3,0.0
1,2,4,0.622,0,12,3,0.0
0,2,4,0.622,0,14,1,0.0
0,2,4,0.622,0,17,1,0.0
0,0,4,0.622,0,18,0,1.0
1,2,4,0.622,1,19,0,0.0
0,2,4,0.622,0,20,0,0.0
1,1,4,0.622,0,22,0,1.0
1,2,4,0.622,0,20,0,3.0
1,0,4,0.622,1,1,0,1.0
3,0,4,0.622,2,3,0,1.0
0,2,4,0.622,0,0,0,4.0
2,2,4,0.622,0,2,0,6.0
2,2,4,0.622,1,3,0,6.0
5,1,4,0.622,0,12,0,0.0
4,2,4,0.622,0,4,0,8.0
3,2,4,0.622,2,5,0,8.0
4,2,4,0.622,0,7,0,9.0
5,1,4,0.622,2,17,0,0.0
3,2,4,0.622,1,10,0,7.0
4,0,4,0.622,0,18,0,1.0
4,2,4,0.622,2,11,0,9.0
5,0,4,0.622,1,23,0,0.0
3,1,4,0.622,1,21,0,4.0
4,2,4,0.622,0,13,0,12.0
3,0,4,0.622,1,3,0,0.0
4,0,4,0.622,1,5,0,1.0
4,2,4,0.622,0,15,0,16.0
5,2,4,0.622,0,16,0,16.0
2,0,4,0.622,0,10,0,0.0
4,2,4,0.622,0,23,0,12.0
1,0,4,0.622,0,14,0,1.0
3,2,4,0.622,1,4,0,11.0
0,2,4,0.622,0,18,1,0.0
0,2,4,0.622,0,1,4,0.0
0,2,4,0.622,0,6,3,0.0
0,2,4,0.622,0,11,4,0.0
0,1,4,0.622,0,13,3,0.0
0,1,4,0.622,0,15,2,0.0
0,0,4,0.622,0,19,2,0.0
0,2,4,0.622,0,20,1,0.0
0,2,4,0.622,0,21,2,0.0
0,0,4,0.622,0,0,1,0.0
0,0,4,0.622,0,1,1,0.0
0,2,4,0.622,0,2,2,0.0
0,2,4,0.622,0,4,1,0.0
0,2,4,0.622,0,7,2,0.0
0,1,4,0.622,0,8,1,0.0
0,2,4,0.622,0,9,0,0.0
0,1,4,0.622,0,10,0,1.0
1,1,4,0.622,0,11,0,1.0
1,2,4,0.622,0,12,0,0.0
0,2,4,0.622,0,13,0,0.0
0,1,4,0.622,0,14,0,4.0
1,2,4,0.622,0,15,0,3.0
3,1,4,0.622,2,19,0,0.0
2,2,4,0.622,0,16,0,4.0
2,1,4,0.622,0,21,0,2.0
4,1,4,0.622,2,0,0,0.0
4,1,4,0.622,0,1,0,1.0
3,2,4,0.622,0,17,0,11.0
4,2,4,0.622,1,18,0,10.0
4,0,4,0.622,1,5,0,2.0
3,2,4,0.622,0,22,0,9.0
4,0,4,0.622,2,8,0,4.0
5,1,4,0.622,3,10,0,3.0
6,1,4,0.622,0,13,0,0.0
4,2,4,0.622,1,23,0,16.0
5,2,4,0.622,0,2,0,13.0
5,2,4,0.622,1,4,0,13.0
5,2,4,0.622,2,7,0,12.0
6,2,4,0.622,1,11,0,9.0
0,1,4,0.622,0,22,1,0.0
0,2,4,0.622,0,5,3,0.0
0,2,4,0.622,0,12,3,0.0
0,2,4,0.622,0,14,3,0.0
0,2,4,0.622,0,17,2,0.0
0,2,4,0.622,0,20,1,0.0
0,2,4,0.622,0,21,1,0.0
0,2,4,0.622,0,23,1,0.0
0,2,4,0.622,0,1,0,1.0
0,1,4,0.622,0,3,0,0.0
0,2,4,0.622,0,4,0,0.0
0,2,4,0.622,0,6,1,0.0
0,2,4,0.622,0,7,0,1.0
1,2,4,0.622,0,8,0,2.0
1,2,4,0.622,0,10,0,0.0
0,2,4,0.622,0,11,0,0.0
1,1,4,0.622,0,13,0,1.0
0,2,4,0.622,0,12,0,3.0
3,1,4,0.622,0,17,0,1.0
1,2,4,0.622,1,15,0,3.0
1,2,4,0.622,0,16,0,3.0
2,2,4,0.622,1,16,0,5.0
4,2,4,0.622,0,18,0,3.0
4,0,4,0.622,0,0,0,0.0
3,1,4,0.622,0,23,0,2.0
3,2,4,0.622,1,19,0,7.0
3,2,4,0.622,0,21,0,7.0
3,1,4,0.622,0,5,0,0.0
3,1,4,0.622,0,6,0,1.0
4,1,4,0.622,1,7,0,0.0
3,0,4,0.622,1,8,0,1.0
3,1,4,0.622,0,10,0,0.0
2,2,4,0.622,1,22,0,15.0
2,2,4,0.622,0,3,0,11.0
3,2,4,0.622,0,4,0,11.0
0,2,4,0.622,0,17,1,0.0
0,2,4,0.622,0,18,0,0.0
0,2,4,0.622,0,4,4,0.0
0,2,4,0.622,0,12,4,0.0
0,1,4,0.622,0,13,3,0.0
0,1,4,0.622,0,14,2,0.0
0,2,4,0.622,0,20,2,0.0
0,1,4,0.622,0,6,4,0.0
0,2,4,0.622,0,9,3,0.0
0,2,4,0.622,0,11,2,0.0
0,1,4,0.622,0,12,1,0.0
0,1,4,0.622,0,13,0,0.0
0,2,4,0.622,0,14,0,0.0
0,2,4,0.622,0,15,1,0.0
1,1,4,0.622,0,17,0,0.0
1,0,4,0.622,0,18,0,3.0
3,0,4,0.622,0,20,0,2.0
0,2,4,0.622,0,16,0,6.0
3,0,4,0.622,1,0,0,0.0
2,2,4,0.622,0,19,0,7.0
4,2,4,0.622,1,21,0,5.0
1,0,4,0.622,1,3,0,1.0
1,1,4,0.622,0,5,0,0.0
1,0,4,0.622,0,6,0,2.0
3,0,4,0.622,1,8,0,1.0
2,1,4,0.622,0,7,0,3.0
2,2,4,0.622,0,23,0,11.0
3,2,4,0.622,0,9,0,4.0
0,2,4,0.622,0,14,0,1.0
1,2,4,0.622,0,15,0,0.0
0,2,4,0.622,0,16,0,1.0
0,2,4,0.622,0,22,4,0.0
0,2,2,0.47,0,1,2,0.0
0,1,2,0.47,0,5,1,0.0
1,1,2,0.47,1,7,0,3.0
0,2,2,0.47,0,6,0,4.0
1,1,2,0.47,0,11,0,2.0
2,2,2,0.47,0,8,0,9.0
4,0,2,0.47,0,19,0,0.0
4,0,2,0.47,1,20,0,1.0
2,2,2,0.47,1,12,0,12.0
2,2,2,0.47,0,15,0,10.0
3,1,2,0.47,1,3,0,3.0
4,1,2,0.47,0,5,0,3.0
5,1,2,0.47,1,10,0,0.0
5,0,2,0.47,0,11,0,6.0
6,0,2,0.47,1,14,0,5.0
3,2,2,0.47,0,16,0,29.0
6,1,2,0.47,3,22,0,0.0
3,2,2,0.47,0,18,0,33.0
2,2,2,0.47,0,2,0,28.0
4,2,2,0.47,0,7,0,24.0
3,1,2,0.47,0,11,0,0.0
5,2,2,0.47,1,8,0,29.0
2,0,2,0.47,0,14,0,2.0
7,2,2,0.47,2,16,0,27.0
1,0,2,0.47,0,20,0,0.0
1,1,2,0.47,0,1,0,0.0
8,2,2,0.47,1,17,0,34.0
0,2,2,0.47,0,8,0,1.0
0,2,2,0.47,0,13,1,0.0
0,0,2,0.47,0,16,0,0.0
0,1,2,0.47,0,17,1,0.0
1,1,2,0.47,1,17,1,2.0
3,1,2,0.47,0,21,0,1.0
5,0,2,0.47,1,23,0,5.0
6,0,2,0.47,0,0,0,5.0
7,0,2,0.47,1,1,0,7.0
9,0,2,0.47,1,5,0,6.0
11,0,2,0.47,3,13,0,0.0
11,0,2,0.47,1,14,0,1.0
4,1,2,0.47,0,22,0,21.0
5,1,2,0.47,0,22,0,25.0
9,1,2,0.47,1,7,0,17.0
10,1,2,0.47,2,8,0,20.0
13,1,2,0.47,2,23,0,6.0
2,2,2,0.47,0,17,1,39.0
2,2,2,0.47,1,18,0,43.0
3,2,2,0.47,0,19,0,45.0
8,2,2,0.47,1,2,0,39.0
9,2,2,0.47,1,4,0,40.0
11,2,2,0.47,2,8,0,36.0
4,1,2,0.47,0,23,0,0.0
11,2,2,0.47,1,11,0,39.0
4,0,2,0.47,2,8,0,0.0
11,2,2,0.47,1,16,0,40.0
3,1,2,0.47,2,9,0,3.0
5,0,2,0.47,0,15,0,0.0
5,1,2,0.47,0,12,0,6.0
5,1,2,0.47,0,16,0,3.0
6,0,2,0.47,0,23,0,2.0
7,0,2,0.47,2,0,0,1.0
7,1,2,0.47,1,3,0,3.0
9,1,2,0.47,2,7,0,1.0
12,2,2,0.47,2,18,0,68.0
13,2,2,0.47,3,19,0,68.0
16,0,2,0.47,4,20,0,1.0
15,1,2,0.47,2,18,0,5.0
16,0,2,0.47,1,2,0,4.0
17,1,2,0.47,2,21,0,11.0
3,2,2,0.47,1,7,0,54.0
4,2,2,0.47,1,11,0,51.0
6,2,2,0.47,1,18,0,47.0
5,2,2,0.47,0,23,0,42.0
6,2,2,0.47,0,2,0,42.0
12,0,2,0.47,2,1,0,0.0
8,2,2,0.47,1,4,0,46.0
9,2,2,0.47,0,5,0,47.0
11,1,2,0.47,2,7,0,1.0
9,2,2,0.47,1,9,0,48.0
10,1,2,0.47,2,10,0,4.0
12,1,2,0.47,3,14,0,2.0
11,1,2,0.47,2,18,0,0.0
10,2,2,0.47,1,9,0,58.0
12,0,2,0.47,2,1,0,1.0
11,2,2,0.47,1,10,0,65.0
13,0,2,0.47,4,5,0,0.0
13,0,2,0.47,2,7,0,1.0
14,0,2,0.47,0,8,0,0.0
12,1,2,0.47,1,4,0,7.0
13,1,2,0.47,0,10,0,5.0
14,1,2,0.47,2,11,0,6.0
15,1,2,0.47,4,13,0,6.0
15,1,2,0.47,4,18,0,2.0
17,0,2,0.47,3,3,0,0.0
12,2,2,0.47,2,11,0,89.0
13,2,2,0.47,2,13,0,92.0
14,2,2,0.47,2,14,0,93.0
14,2,2,0.47,2,15,0,97.0
14,2,2,0.47,3,17,0,99.0
17,2,2,0.47,2,2,0,90.0
12,2,2,0.47,2,19,0,76.0
10,2,2,0.47,2,5,0,67.0
11,2,2,0.47,3,14,0,64.0
10,2,2,0.47,0,23,0,57.0
9,0,2,0.47,3,11,0,2.0
11,2,2,0.47,1,0,0,62.0
8,0,2,0.47,3,16,0,2.0
9,0,2,0.47,2,17,0,4.0
11,0,2,0.47,1,2,0,1.0
13,2,2,0.47,3,2,0,73.0
14,2,2,0.47,3,12,0,68.0
16,2,2,0.47,4,15,0,65.0
16,1,2,0.47,3,15,0,1.0
16,2,2,0.47,1,19,0,69.0
20,0,2,0.47,3,0,0,0.0
20,1,2,0.47,5,1,0,0.0
21,1,2,0.47,1,7,0,0.0
15,2,2,0.47,2,21,0,83.0
16,2,2,0.47,2,23,0,83.0
16,2,2,0.47,3,7,0,81.0
12,2,2,0.47,2,22,0,68.0
9,2,2,0.47,0,19,0,50.0
10,2,2,0.47,3,20,0,49.0
10,2,2,0.47,3,0,0,52.0
12,2,2,0.47,3,3,0,50.0
11,2,2,0.47,1,4,0,52.0
12,2,2,0.47,1,7,0,50.0
11,2,2,0.47,2,10,0,55.0
12,2,2,0.47,1,11,0,54.0
15,0,2,0.47,2,19,0,4.0
14,1,2,0.47,3,18,0,8.0
16,1,2,0.47,4,21,0,5.0
18,1,2,0.47,1,23,0,10.0
18,1,2,0.47,2,8,0,1.0
19,1,2,0.47,3,12,0,1.0
20,1,2,0.47,4,13,0,2.0
13,2,2,0.47,2,12,0,77.0
21,1,2,0.47,2,19,0,5.0
23,1,2,0.47,1,22,0,2.0
24,0,2,0.47,4,4,0,0.0
24,1,2,0.47,4,23,0,8.0
27,1,2,0.47,8,12,0,1.0
14,2,2,0.47,2,13,0,96.0
15,2,2,0.47,2,14,0,99.0
26,0,2,0.47,4,18,0,0.0
17,2,2,0.47,3,16,0,101.0
16,2,2,0.47,2,19,0,103.0
17,2,2,0.47,0,22,0,100.0
18,2,2,0.47,4,22,0,106.0
19,2,2,0.47,3,22,0,106.0
21,1,2,0.47,1,10,0,5.0
20,2,2,0.47,4,5,0,106.0
23,0,2,0.47,8,18,0,6.0
21,2,2,0.47,1,8,0,112.0
20,2,2,0.47,2,16,0,109.0
26,0,2,0.47,9,6,0,2.0
21,2,2,0.47,5,16,0,112.0
27,1,2,0.47,2,9,0,2.0
27,1,2,0.47,3,12,0,1.0
14,2,2,0.47,2,10,0,103.0
27,0,2,0.47,5,18,0,0.0
15,2,2,0.47,3,17,0,104.0
27,1,2,0.47,3,2,0,0.0
17,2,2,0.47,5,22,0,104.0
27,0,2,0.47,2,8,0,2.0
16,2,2,0.47,1,5,0,101.0
17,2,2,0.47,4,7,0,103.0
17,2,2,0.47,2,10,0,104.0
18,2,2,0.47,5,11,0,104.0
20,2,2,0.47,3,15,0,104.0
20,2,2,0.47,3,17,0,102.0
20,2,2,0.47,1,18,0,109.0
22,2,2,0.47,4,20,0,108.0
20,0,2,0.47,4,10,0,4.0
23,2,2,0.47,5,2,0,109.0
19,1,2,0.47,4,17,0,4.0
24,2,2,0.47,5,6,0,111.0
25,2,2,0.47,6,7,0,117.0
25,2,2,0.47,7,8,0,117.0
26,2,2,0.47,6,11,0,118.0
22,0,2,0.47,4,10,0,3.0
26,0,2,0.47,4,14,0,1.0
26,2,2,0.47,7,17,0,119.0
25,0,2,0.47,4,17,0,3.0
22,2,2,0.47,0,13,0,106.0
23,2,2,0.47,7,14,0,111.0
24,2,2,0.47,6,15,0,113.0
24,2,2,0.47,4,19,0,115.0
27,1,2,0.47,2,15,0,2.0
25,2,2,0.47,3,20,0,118.0
27,0,2,0.47,5,21,0,0.0
23,0,2,0.47,4,12,0,2.0
0,1,4,0.439,0,1,4,0.0
0,1,4,0.439,0,2,3,0.0
0,0,4,0.439,0,3,2,0.0
1,2,4,0.439,0,3,2,0.0
0,2,4,0.439,0,4,0,1.0
4,0,4,0.439,2,9,0,1.0
5,0,4,0.439,1,10,0,0.0
1,1,4,0.439,0,8,0,3.0
3,1,4,0.439,1,9,0,4.0
6,0,4,0.439,2,16,0,0.0
1,2,4,0.439,0,5,0,12.0
2,2,4,0.439,0,9,0,9.0
4,2,4,0.439,1,11,0,9.0
4,2,4,0.439,1,12,0,9.0
4,1,4,0.439,0,22,0,2.0
5,1,4,0.439,1,23,0,2.0
5,0,4,0.439,2,2,0,0.0
5,2,4,0.439,1,13,0,13.0
5,2,4,0.439,0,14,0,15.0
6,2,4,0.439,2,17,0,12.0
5,2,4,0.439,1,19,0,11.0
5,2,4,0.439,0,1,0,8.0
6,1,4,0.439,1,11,0,0.0
4,2,4,0.439,0,3,0,9.0
5,2,4,0.439,2,4,0,8.0
4,1,4,0.439,1,13,0,0.0
3,2,4,0.439,1,9,0,6.0
3,1,4,0.439,0,17,0,1.0
4,2,4,0.439,1,9,0,11.0
5,2,4,0.439,0,9,0,11.0
5,2,4,0.439,0,10,0,10.0
0,1,4,0.439,0,22,0,1.0
1,1,4,0.439,0,23,0,0.0
0,2,4,0.439,0,15,4,0.0
0,2,4,0.439,0,2,4,0.0
0,1,4,0.439,0,7,3,0.0
0,2,4,0.439,0,10,2,0.0
0,2,4,0.439,0,11,2,0.0
0,1,4,0.439,0,12,1,0.0
